Clave,Proveedor,Tipo de Producto,Categoria de Productos,Precio,Nombre del material,Color,Ancho,Composición,Flamabilidad,Abrasion,Decoloración a la luz,Traspaso de color,Peeling,Aplicación,Acabado,Procedencia,Código de lavado,Repeat HV,Unidad de venta,Notas/Otros,Backing
1048/01,Pollack,Telas Contract,Telas,0.00,Patternmaker,,,,,,,,,,,,,,,,
1048/02,Pollack,Telas Contract,Telas,0.00,Playtime,,,,,,,,,,,,,,,,
1048/03,Pollack,Telas Contract,Telas,0.00,Vivienne,,,,,,,,,,,,,,,,
1049/01,Pollack,Telas Contract,Telas,0.00,Hibernation,,,,,,,,,,,,,,,,
1049/02,Pollack,Telas Contract,Telas,0.00,Anni,,,,,,,,,,,,,,,,
1049/03,Pollack,Telas Contract,Telas,0.00,Posh,,,,,,,,,,,,,,,,
1050/01,Pollack,Telas Contract,Telas,0.00,Union Square,,,,,,,,,,,,,,,,
1050/02,Pollack,Telas Contract,Telas,0.00,Flutter,,,,,,,,,,,,,,,,
1050/03,Pollack,Telas Contract,Telas,0.00,Moccasin Stripe,,,,,,,,,,,,,,,,
1050/04,Pollack,Telas Contract,Telas,0.00,Disco,,,,,,,,,,,,,,,,
1050/05,Pollack,Telas Contract,Telas,0.00,Skipping Stones,,,,,,,,,,,,,,,,
1051/01,Pollack,Telas Contract,Telas,0.00,Microcosm,,,,,,,,,,,,,,,,
1051/02,Pollack,Telas Contract,Telas,0.00,Engraving,,,,,,,,,,,,,,,,
1051/03,Pollack,Telas Contract,Telas,0.00,Amazement,,,,,,,,,,,,,,,,
1051/04,Pollack,Telas Contract,Telas,0.00,Resurface,,,,,,,,,,,,,,,,
1052/01,Pollack,Telas Contract,Telas,0.00,Bundled Up,,,,,,,,,,,,,,,,
1052/02,Pollack,Telas Contract,Telas,0.00,Gesture,,,,,,,,,,,,,,,,
1053/01,Pollack,Telas Contract,Telas,0.00,Flex,,,,,,,,,,,,,,,,
1053/02,Pollack,Telas Contract,Telas,0.00,Marbella,,,,,,,,,,,,,,,,
1054/01,Pollack,Telas Contract,Telas,0.00,Floriculture,,,,,,,,,,,,,,,,
1054/02,Pollack,Telas Contract,Telas,0.00,Ping Pong,,,,,,,,,,,,,,,,
1054/03,Pollack,Telas Contract,Telas,0.00,Latitude,,,,,,,,,,,,,,,,
1054/04,Pollack,Telas Contract,Telas,0.00,Zip It,,,,,,,,,,,,,,,,
1054/05,Pollack,Telas Contract,Telas,0.00,Bling,,,,,,,,,,,,,,,,
2211/01,Pollack,Telas Contract,Telas,0.00,Spritzer,,,,,,,,,,,,,,,,
2211/03,Pollack,Telas Contract,Telas,0.00,Kinetic,,,,,,,,,,,,,,,,
2211/05,Pollack,Telas Contract,Telas,0.00,Fine And Dandy,,,,,,,,,,,,,,,,
2279/02,Pollack,Telas Contract,Telas,0.00,Petal Pusher,,,,,,,,,,,,,,,,
2303/02,Pollack,Telas Contract,Telas,0.00,Reverb,,,,,,,,,,,,,,,,
2314/02,Pollack,Telas Contract,Telas,0.00,Knot Tonight,,,,,,,,,,,,,,,,
2314/03,Pollack,Telas Contract,Telas,0.00,Pop,,,,,,,,,,,,,,,,
2314/04,Pollack,Telas Contract,Telas,0.00,Shisha,,,,,,,,,,,,,,,,
2314/07,Pollack,Telas Contract,Telas,0.00,Marble Screen,,,,,,,,,,,,,,,,
2314/08,Pollack,Telas Contract,Telas,0.00,He Loves Me,,,,,,,,,,,,,,,,
2315/01,Pollack,Telas Contract,Telas,0.00,Drift,,,,,,,,,,,,,,,,
2315/06,Pollack,Telas Contract,Telas,0.00,Watercolor,,,,,,,,,,,,,,,,
2315/07,Pollack,Telas Contract,Telas,0.00,Jaipur,,,,,,,,,,,,,,,,
2315/10,Pollack,Telas Contract,Telas,0.00,Rise And Shine,,,,,,,,,,,,,,,,
2315/12,Pollack,Telas Contract,Telas,0.00,Plume,,,,,,,,,,,,,,,,
2315/14,Pollack,Telas Contract,Telas,0.00,Riddle,,,,,,,,,,,,,,,,
2321/01,Pollack,Telas Contract,Telas,0.00,Helsinki,,,,,,,,,,,,,,,,
2321/02,Pollack,Telas Contract,Telas,0.00,Game On,,,,,,,,,,,,,,,,
2321/03,Pollack,Telas Contract,Telas,0.00,Hot Spot,,,,,,,,,,,,,,,,
2321/04,Pollack,Telas Contract,Telas,0.00,Dream Catcher,,,,,,,,,,,,,,,,
2321/06,Pollack,Telas Contract,Telas,0.00,Color Guard,,,,,,,,,,,,,,,,
2321/07,Pollack,Telas Contract,Telas,0.00,Punctuation,,,,,,,,,,,,,,,,
2321/08,Pollack,Telas Contract,Telas,0.00,Punch Line,,,,,,,,,,,,,,,,
2321/09,Pollack,Telas Contract,Telas,0.00,Zinnia,,,,,,,,,,,,,,,,
2321/10,Pollack,Telas Contract,Telas,0.00,Choreography,,,,,,,,,,,,,,,,
2338/01,Pollack,Telas Contract,Telas,0.00,Scribe,,,,,,,,,,,,,,,,
2338/02,Pollack,Telas Contract,Telas,0.00,Vieques,,,,,,,,,,,,,,,,
2338/05,Pollack,Telas Contract,Telas,0.00,Ikebana,,,,,,,,,,,,,,,,
2338/06,Pollack,Telas Contract,Telas,0.00,Gifted,,,,,,,,,,,,,,,,
2338/08,Pollack,Telas Contract,Telas,0.00,Weave On,,,,,,,,,,,,,,,,
2357/01,Pollack,Telas Contract,Telas,0.00,Pebble Check,,,,,,,,,,,,,,,,
2357/04,Pollack,Telas Contract,Telas,0.00,Clockwork,,,,,,,,,,,,,,,,
2357/05,Pollack,Telas Contract,Telas,0.00,Splatterwear,,,,,,,,,,,,,,,,
2357/06,Pollack,Telas Contract,Telas,0.00,Vineyard,,,,,,,,,,,,,,,,
2360/01,Pollack,Telas Contract,Telas,0.00,Perforation,,,,,,,,,,,,,,,,
2360/02,Pollack,Telas Contract,Telas,0.00,Traction,,,,,,,,,,,,,,,,
2360/03,Pollack,Telas Contract,Telas,0.00,Tipping Point,,,,,,,,,,,,,,,,
2360/04,Pollack,Telas Contract,Telas,0.00,Frequency,,,,,,,,,,,,,,,,
2360/05,Pollack,Telas Contract,Telas,0.00,Geology,,,,,,,,,,,,,,,,
2372/01,Pollack,Telas Contract,Telas,0.00,Peruvian Stripe,,,,,,,,,,,,,,,,
2372/04,Pollack,Telas Contract,Telas,0.00,Peruvian Check,,,,,,,,,,,,,,,,
2372/06,Pollack,Telas Contract,Telas,0.00,Analog,,,,,,,,,,,,,,,,
2372/07,Pollack,Telas Contract,Telas,0.00,Tacana,,,,,,,,,,,,,,,,
2373/01,Pollack,Telas Contract,Telas,0.00,Mazate,,,,,,,,,,,,,,,,
2373/02,Pollack,Telas Contract,Telas,0.00,Amaya,,,,,,,,,,,,,,,,
2373/04,Pollack,Telas Contract,Telas,0.00,Itza,,,,,,,,,,,,,,,,
2373/05,Pollack,Telas Contract,Telas,0.00,Etiquette,,,,,,,,,,,,,,,,
2373/07,Pollack,Telas Contract,Telas,0.00,Modern Dance,,,,,,,,,,,,,,,,
2373/08,Pollack,Telas Contract,Telas,0.00,Riveting,,,,,,,,,,,,,,,,
2373/09,Pollack,Telas Contract,Telas,0.00,Off The Grid,,,,,,,,,,,,,,,,
2374/02,Pollack,Telas Contract,Telas,0.00,Shape Up,,,,,,,,,,,,,,,,
2375/06,Pollack,Telas Contract,Telas,0.00,Migration,,,,,,,,,,,,,,,,
2375/07,Pollack,Telas Contract,Telas,0.00,Magic Hour,,,,,,,,,,,,,,,,
2375/09,Pollack,Telas Contract,Telas,0.00,Metalsmith,,,,,,,,,,,,,,,,
2376/02,Pollack,Telas Contract,Telas,0.00,Tea Time,,,,,,,,,,,,,,,,
2376/04,Pollack,Telas Contract,Telas,0.00,Starboard,,,,,,,,,,,,,,,,
2376/05,Pollack,Telas Contract,Telas,0.00,Lure,,,,,,,,,,,,,,,,
2376/06,Pollack,Telas Contract,Telas,0.00,New Wave,,,,,,,,,,,,,,,,
2376/07,Pollack,Telas Contract,Telas,0.00,Freestyle,,,,,,,,,,,,,,,,
2376/09,Pollack,Telas Contract,Telas,0.00,Block Party,,,,,,,,,,,,,,,,
2377/01,Pollack,Telas Contract,Telas,0.00,Field Day,,,,,,,,,,,,,,,,
2377/02,Pollack,Telas Contract,Telas,0.00,Porto,,,,,,,,,,,,,,,,
2377/03,Pollack,Telas Contract,Telas,0.00,Sumi,,,,,,,,,,,,,,,,
2377/04,Pollack,Telas Contract,Telas,0.00,Tjanting Stripe,,,,,,,,,,,,,,,,
2377/06,Pollack,Telas Contract,Telas,0.00,Oona,,,,,,,,,,,,,,,,
2377/07,Pollack,Telas Contract,Telas,0.00,Fine China,,,,,,,,,,,,,,,,
2377/09,Pollack,Telas Contract,Telas,0.00,Mandarin,,,,,,,,,,,,,,,,
2377/10,Pollack,Telas Contract,Telas,0.00,Pigment,,,,,,,,,,,,,,,,
2378/03,Pollack,Telas Contract,Telas,0.00,Big Flower,,,,,,,,,,,,,,,,
2378/04,Pollack,Telas Contract,Telas,0.00,Crossing Guard,,,,,,,,,,,,,,,,
2378/05,Pollack,Telas Contract,Telas,0.00,Loomstate,,,,,,,,,,,,,,,,
2378/07,Pollack,Telas Contract,Telas,0.00,Exclamation,,,,,,,,,,,,,,,,
2378/08,Pollack,Telas Contract,Telas,0.00,Stitchery,,,,,,,,,,,,,,,,
2378/09,Pollack,Telas Contract,Telas,0.00,Text Message,,,,,,,,,,,,,,,,
2380/01,Pollack,Telas Contract,Telas,0.00,Yelek,,,,,,,,,,,,,,,,
2380/03,Pollack,Telas Contract,Telas,0.00,Painter,,,,,,,,,,,,,,,,
2380/04,Pollack,Telas Contract,Telas,0.00,Goa,,,,,,,,,,,,,,,,
2380/06,Pollack,Telas Contract,Telas,0.00,Nairobi,,,,,,,,,,,,,,,,
2380/08,Pollack,Telas Contract,Telas,0.00,Memphis,,,,,,,,,,,,,,,,
2380/09,Pollack,Telas Contract,Telas,0.00,Cloister,,,,,,,,,,,,,,,,
2381/05,Pollack,Telas Contract,Telas,0.00,Fort Adams,,,,,,,,,,,,,,,,
2383/01,Pollack,Telas Contract,Telas,0.00,Flag Day,,,,,,,,,,,,,,,,
2383/02,Pollack,Telas Contract,Telas,0.00,Cutting Edge,,,,,,,,,,,,,,,,
2383/05,Pollack,Telas Contract,Telas,0.00,Jockey,,,,,,,,,,,,,,,,
2384/01,Pollack,Telas Contract,Telas,0.00,Color Riot,,,,,,,,,,,,,,,,
2384/03,Pollack,Telas Contract,Telas,0.00,Game Boy,,,,,,,,,,,,,,,,
2384/04,Pollack,Telas Contract,Telas,0.00,Hide And Seek,,,,,,,,,,,,,,,,
2384/05,Pollack,Telas Contract,Telas,0.00,Backgammon,,,,,,,,,,,,,,,,
2384/06,Pollack,Telas Contract,Telas,0.00,Re-Flex,,,,,,,,,,,,,,,,
2384/07,Pollack,Telas Contract,Telas,0.00,Riviera Stripe,,,,,,,,,,,,,,,,
2385/01,Pollack,Telas Contract,Telas,0.00,Meridian Stripe,,,,,,,,,,,,,,,,
2385/03,Pollack,Telas Contract,Telas,0.00,Falseria,,,,,,,,,,,,,,,,
2385/09,Pollack,Telas Contract,Telas,0.00,Breezy Point,,,,,,,,,,,,,,,,
2386/01,Pollack,Telas Contract,Telas,0.00,Current,,,,,,,,,,,,,,,,
2386/02,Pollack,Telas Contract,Telas,0.00,Catamaran,,,,,,,,,,,,,,,,
2386/03,Pollack,Telas Contract,Telas,0.00,Bilbao,,,,,,,,,,,,,,,,
2386/04,Pollack,Telas Contract,Telas,0.00,Barcelona,,,,,,,,,,,,,,,,
2386/07,Pollack,Telas Contract,Telas,0.00,Merriweather,,,,,,,,,,,,,,,,
2386/08,Pollack,Telas Contract,Telas,0.00,Rad Plaid,,,,,,,,,,,,,,,,
2388/01,Pollack,Telas Contract,Telas,0.00,Dress Code,,,,,,,,,,,,,,,,
2388/04,Pollack,Telas Contract,Telas,0.00,Cairo,,,,,,,,,,,,,,,,
2388/08,Pollack,Telas Contract,Telas,0.00,Kite Flyer,,,,,,,,,,,,,,,,
2388/10,Pollack,Telas Contract,Telas,0.00,Topography,,,,,,,,,,,,,,,,
2389/01,Pollack,Telas Contract,Telas,0.00,Bohemia,,,,,,,,,,,,,,,,
2389/02,Pollack,Telas Contract,Telas,0.00,Al Fresco,,,,,,,,,,,,,,,,
2389/03,Pollack,Telas Contract,Telas,0.00,Vancouver,,,,,,,,,,,,,,,,
2389/04,Pollack,Telas Contract,Telas,0.00,Hong Kong,,,,,,,,,,,,,,,,
2389/05,Pollack,Telas Contract,Telas,0.00,Clairvoyant,,,,,,,,,,,,,,,,
2389/06,Pollack,Telas Contract,Telas,0.00,Wanderlust,,,,,,,,,,,,,,,,
2390/01,Pollack,Telas Contract,Telas,0.00,Santa Fe,,,,,,,,,,,,,,,,
2390/04,Pollack,Telas Contract,Telas,0.00,Exotica,,,,,,,,,,,,,,,,
2390/05,Pollack,Telas Contract,Telas,0.00,Birdie,,,,,,,,,,,,,,,,
2391/01,Pollack,Telas Contract,Telas,0.00,Strategy,,,,,,,,,,,,,,,,
2391/02,Pollack,Telas Contract,Telas,0.00,Best Mate,,,,,,,,,,,,,,,,
2391/03,Pollack,Telas Contract,Telas,0.00,Feedback,,,,,,,,,,,,,,,,
2391/04,Pollack,Telas Contract,Telas,0.00,Speedster,,,,,,,,,,,,,,,,
2392/02,Pollack,Telas Contract,Telas,0.00,Dynamic Expansion,,,,,,,,,,,,,,,,
2392/04,Pollack,Telas Contract,Telas,0.00,Gingham Maze,,,,,,,,,,,,,,,,
2392/05,Pollack,Telas Contract,Telas,0.00,Drawers,,,,,,,,,,,,,,,,
2392/06,Pollack,Telas Contract,Telas,0.00,Arrow,,,,,,,,,,,,,,,,
2392/07,Pollack,Telas Contract,Telas,0.00,Mojave Stripe,,,,,,,,,,,,,,,,
2392/08,Pollack,Telas Contract,Telas,0.00,King Minos,,,,,,,,,,,,,,,,
2392/09,Pollack,Telas Contract,Telas,0.00,Wilder,,,,,,,,,,,,,,,,
2392/10,Pollack,Telas Contract,Telas,0.00,Watson,,,,,,,,,,,,,,,,
2394/01,Pollack,Telas Contract,Telas,0.00,York,,,,,,,,,,,,,,,,
2394/02,Pollack,Telas Contract,Telas,0.00,London,,,,,,,,,,,,,,,,
2394/03,Pollack,Telas Contract,Telas,0.00,Glasgow,,,,,,,,,,,,,,,,
2395/01,Pollack,Telas Contract,Telas,0.00,Metamorphosis,,,,,,,,,,,,,,,,
2395/02,Pollack,Telas Contract,Telas,0.00,Ebru,,,,,,,,,,,,,,,,
2395/03,Pollack,Telas Contract,Telas,0.00,Fantasy Land,,,,,,,,,,,,,,,,
2395/04,Pollack,Telas Contract,Telas,0.00,Dandy,,,,,,,,,,,,,,,,
2395/05,Pollack,Telas Contract,Telas,0.00,Trixie,,,,,,,,,,,,,,,,
2395/06,Pollack,Telas Contract,Telas,0.00,Lollipop,,,,,,,,,,,,,,,,
2396/02,Pollack,Telas Contract,Telas,0.00,Parade,,,,,,,,,,,,,,,,
2396/03,Pollack,Telas Contract,Telas,0.00,Braga Bridge,,,,,,,,,,,,,,,,
2396/04,Pollack,Telas Contract,Telas,0.00,Inspiration,,,,,,,,,,,,,,,,
2396/06,Pollack,Telas Contract,Telas,0.00,Country Road,,,,,,,,,,,,,,,,
2397/01,Pollack,Telas Contract,Telas,0.00,Footpath,,,,,,,,,,,,,,,,
2397/02,Pollack,Telas Contract,Telas,0.00,Petite Plaid,,,,,,,,,,,,,,,,
2397/03,Pollack,Telas Contract,Telas,0.00,Amherst,,,,,,,,,,,,,,,,
2397/04,Pollack,Telas Contract,Telas,0.00,Rolling Hills,,,,,,,,,,,,,,,,
2397/05,Pollack,Telas Contract,Telas,0.00,Desert Stripe,,,,,,,,,,,,,,,,
2397/06,Pollack,Telas Contract,Telas,0.00,Folk Dance,,,,,,,,,,,,,,,,
2398/01,Pollack,Telas Contract,Telas,0.00,Art School,,,,,,,,,,,,,,,,
2398/02,Pollack,Telas Contract,Telas,0.00,Square Dance,,,,,,,,,,,,,,,,
2398/05,Pollack,Telas Contract,Telas,0.00,Boxing Day,,,,,,,,,,,,,,,,
2399/01,Pollack,Telas Contract,Telas,0.00,Eindhoven,,,,,,,,,,,,,,,,
2399/02,Pollack,Telas Contract,Telas,0.00,Oaxaca,,,,,,,,,,,,,,,,
2399/04,Pollack,Telas Contract,Telas,0.00,Soleil Stripe,,,,,,,,,,,,,,,,
2400/01,Pollack,Telas Contract,Telas,0.00,Paintbrush,,,,,,,,,,,,,,,,
2400/02,Pollack,Telas Contract,Telas,0.00,Dash Around,,,,,,,,,,,,,,,,
2400/03,Pollack,Telas Contract,Telas,0.00,Heathered Flannel,,,,,,,,,,,,,,,,
2400/04,Pollack,Telas Contract,Telas,0.00,Lambswool Plaid,,,,,,,,,,,,,,,,
2400/06,Pollack,Telas Contract,Telas,0.00,Knotty,,,,,,,,,,,,,,,,
2400/07,Pollack,Telas Contract,Telas,0.00,Double Faced Wool,,,,,,,,,,,,,,,,
2400/08,Pollack,Telas Contract,Telas,0.00,Color Field,,,,,,,,,,,,,,,,
2401/02,Pollack,Telas Contract,Telas,0.00,Tailored Wool,,,,,,,,,,,,,,,,
2401/03,Pollack,Telas Contract,Telas,0.00,Check Please,,,,,,,,,,,,,,,,
2402/02,Pollack,Telas Contract,Telas,0.00,Common Ground,,,,,,,,,,,,,,,,
2402/04,Pollack,Telas Contract,Telas,0.00,Scotch Flannel,,,,,,,,,,,,,,,,
2402/05,Pollack,Telas Contract,Telas,0.00,Tailored Twill,,,,,,,,,,,,,,,,
2402/06,Pollack,Telas Contract,Telas,0.00,Wool Suited,,,,,,,,,,,,,,,,
2402/08,Pollack,Telas Contract,Telas,0.00,Bjorn,,,,,,,,,,,,,,,,
2402/09,Pollack,Telas Contract,Telas,0.00,Lana E Seta,,,,,,,,,,,,,,,,
2403/01,Pollack,Telas Contract,Telas,0.00,Wool Buttons,,,,,,,,,,,,,,,,
2403/02,Pollack,Telas Contract,Telas,0.00,Woolgathering,,,,,,,,,,,,,,,,
2403/03,Pollack,Telas Contract,Telas,0.00,Checkmate,,,,,,,,,,,,,,,,
2403/04,Pollack,Telas Contract,Telas,0.00,Wool Crossing,,,,,,,,,,,,,,,,
2403/05,Pollack,Telas Contract,Telas,0.00,We Love Ewe,,,,,,,,,,,,,,,,
2404/01,Pollack,Telas Contract,Telas,0.00,Lana Sateen,,,,,,,,,,,,,,,,
2404/03,Pollack,Telas Contract,Telas,0.00,Heathered Satin,,,,,,,,,,,,,,,,
2404/06,Pollack,Telas Contract,Telas,0.00,Alloy,,,,,,,,,,,,,,,,
2404/07,Pollack,Telas Contract,Telas,0.00,Fairway,,,,,,,,,,,,,,,,
2406/01,Pollack,Telas Contract,Telas,0.00,Goddess,,,,,,,,,,,,,,,,
2406/02,Pollack,Telas Contract,Telas,0.00,Spectrum,,,,,,,,,,,,,,,,
2406/03,Pollack,Telas Contract,Telas,0.00,Velvet Rope,,,,,,,,,,,,,,,,
2406/06,Pollack,Telas Contract,Telas,0.00,Palette,,,,,,,,,,,,,,,,
2407/01,Pollack,Telas Contract,Telas,0.00,Pasha,,,,,,,,,,,,,,,,
2407/02,Pollack,Telas Contract,Telas,0.00,Burnish,,,,,,,,,,,,,,,,
2407/05,Pollack,Telas Contract,Telas,0.00,Coco Chenille,,,,,,,,,,,,,,,,
2408/01,Pollack,Telas Contract,Telas,0.00,Mr. Softie,,,,,,,,,,,,,,,,
2408/02,Pollack,Telas Contract,Telas,0.00,Speckle,,,,,,,,,,,,,,,,
2408/03,Pollack,Telas Contract,Telas,0.00,Raku,,,,,,,,,,,,,,,,
2408/04,Pollack,Telas Contract,Telas,0.00,On A Cloud,,,,,,,,,,,,,,,,
2408/05,Pollack,Telas Contract,Telas,0.00,Do Si Do,,,,,,,,,,,,,,,,
2409/01,Pollack,Telas Contract,Telas,0.00,Mineral,,,,,,,,,,,,,,,,
2409/02,Pollack,Telas Contract,Telas,0.00,Reflector,,,,,,,,,,,,,,,,
2409/03,Pollack,Telas Contract,Telas,0.00,Smitten,,,,,,,,,,,,,,,,
2409/04,Pollack,Telas Contract,Telas,0.00,Berber,,,,,,,,,,,,,,,,
2409/06,Pollack,Telas Contract,Telas,0.00,Natural Course,,,,,,,,,,,,,,,,
2410/01,Pollack,Telas Contract,Telas,0.00,Equus,,,,,,,,,,,,,,,,
2410/02,Pollack,Telas Contract,Telas,0.00,Brighton,,,,,,,,,,,,,,,,
2410/03,Pollack,Telas Contract,Telas,0.00,Feathered Flax,,,,,,,,,,,,,,,,
2410/04,Pollack,Telas Contract,Telas,0.00,Glimpse,,,,,,,,,,,,,,,,
2411/01,Pollack,Telas Contract,Telas,0.00,Cross Country,,,,,,,,,,,,,,,,
2411/02,Pollack,Telas Contract,Telas,0.00,Apollo,,,,,,,,,,,,,,,,
2411/03,Pollack,Telas Contract,Telas,0.00,Pebble Beach,,,,,,,,,,,,,,,,
2411/04,Pollack,Telas Contract,Telas,0.00,Striptease,,,,,,,,,,,,,,,,
2411/05,Pollack,Telas Contract,Telas,0.00,Bedford,,,,,,,,,,,,,,,,
2411/08,Pollack,Telas Contract,Telas,0.00,Cobble Hill,,,,,,,,,,,,,,,,
2412/01,Pollack,Telas Contract,Telas,0.00,West Coast,,,,,,,,,,,,,,,,
2412/02,Pollack,Telas Contract,Telas,0.00,Emerge,,,,,,,,,,,,,,,,
2412/03,Pollack,Telas Contract,Telas,0.00,Swept Away,,,,,,,,,,,,,,,,
2412/05,Pollack,Telas Contract,Telas,0.00,Thoroughfare,,,,,,,,,,,,,,,,
2412/06,Pollack,Telas Contract,Telas,0.00,Tweedy Pie,,,,,,,,,,,,,,,,
2413/05,Pollack,Telas Contract,Telas,0.00,Beachcomber,,,,,,,,,,,,,,,,
2413/06,Pollack,Telas Contract,Telas,0.00,Material Girl,,,,,,,,,,,,,,,,
2413/08,Pollack,Telas Contract,Telas,0.00,Bundles Of Joy,,,,,,,,,,,,,,,,
2414/01,Pollack,Telas Contract,Telas,0.00,On Deck,,,,,,,,,,,,,,,,
2414/03,Pollack,Telas Contract,Telas,0.00,Entwine,,,,,,,,,,,,,,,,
2414/04,Pollack,Telas Contract,Telas,0.00,Basic Instinct,,,,,,,,,,,,,,,,
2415/01,Pollack,Telas Contract,Telas,0.00,Sadie,,,,,,,,,,,,,,,,
2415/02,Pollack,Telas Contract,Telas,0.00,Sydney,,,,,,,,,,,,,,,,
2415/03,Pollack,Telas Contract,Telas,0.00,Edinburgh,,,,,,,,,,,,,,,,
2415/05,Pollack,Telas Contract,Telas,0.00,Geneva,,,,,,,,,,,,,,,,
2416/02,Pollack,Telas Contract,Telas,0.00,Antwerp,,,,,,,,,,,,,,,,
2416/03,Pollack,Telas Contract,Telas,0.00,Prague,,,,,,,,,,,,,,,,
2416/04,Pollack,Telas Contract,Telas,0.00,Natural History,,,,,,,,,,,,,,,,
2416/06,Pollack,Telas Contract,Telas,0.00,Cambridge,,,,,,,,,,,,,,,,
2416/07,Pollack,Telas Contract,Telas,0.00,Zurich,,,,,,,,,,,,,,,,
2416/08,Pollack,Telas Contract,Telas,0.00,Formation,,,,,,,,,,,,,,,,
2417/01,Pollack,Telas Contract,Telas,0.00,Compass,,,,,,,,,,,,,,,,
2417/06,Pollack,Telas Contract,Telas,0.00,Coast,,,,,,,,,,,,,,,,
2418/01,Pollack,Telas Contract,Telas,0.00,Remix,,,,,,,,,,,,,,,,
2418/02,Pollack,Telas Contract,Telas,0.00,Chicago,,,,,,,,,,,,,,,,
2418/03,Pollack,Telas Contract,Telas,0.00,Twist,,,,,,,,,,,,,,,,
2418/04,Pollack,Telas Contract,Telas,0.00,Rushmore,,,,,,,,,,,,,,,,
2418/05,Pollack,Telas Contract,Telas,0.00,Berlin,,,,,,,,,,,,,,,,
2419/01,Pollack,Telas Contract,Telas,0.00,Tokyo,,,,,,,,,,,,,,,,
2419/04,Pollack,Telas Contract,Telas,0.00,Buenos Aires,,,,,,,,,,,,,,,,
2419/05,Pollack,Telas Contract,Telas,0.00,Moscow,,,,,,,,,,,,,,,,
2419/06,Pollack,Telas Contract,Telas,0.00,Look-Alike,,,,,,,,,,,,,,,,
2419/07,Pollack,Telas Contract,Telas,0.00,Pop Art,,,,,,,,,,,,,,,,
2420/01,Pollack,Telas Contract,Telas,0.00,Forager,,,,,,,,,,,,,,,,
2420/02,Pollack,Telas Contract,Telas,0.00,Yacht Club,,,,,,,,,,,,,,,,
2420/03,Pollack,Telas Contract,Telas,0.00,Francesca,,,,,,,,,,,,,,,,
2420/06,Pollack,Telas Contract,Telas,0.00,Picnic Basket,,,,,,,,,,,,,,,,
2420/08,Pollack,Telas Contract,Telas,0.00,Wharf,,,,,,,,,,,,,,,,
2421/01,Pollack,Telas Contract,Telas,0.00,Denver,,,,,,,,,,,,,,,,
2421/02,Pollack,Telas Contract,Telas,0.00,Provenance,,,,,,,,,,,,,,,,
2421/03,Pollack,Telas Contract,Telas,0.00,Pioneer,,,,,,,,,,,,,,,,
2421/04,Pollack,Telas Contract,Telas,0.00,Budapest,,,,,,,,,,,,,,,,
2421/05,Pollack,Telas Contract,Telas,0.00,To Dye For,,,,,,,,,,,,,,,,
2422/01,Pollack,Telas Contract,Telas,0.00,Westward,,,,,,,,,,,,,,,,
2422/02,Pollack,Telas Contract,Telas,0.00,Milestone,,,,,,,,,,,,,,,,
2423/01,Pollack,Telas Contract,Telas,0.00,Kiev,,,,,,,,,,,,,,,,
2423/02,Pollack,Telas Contract,Telas,0.00,Shepherd,,,,,,,,,,,,,,,,
2423/03,Pollack,Telas Contract,Telas,0.00,Geography,,,,,,,,,,,,,,,,
2423/04,Pollack,Telas Contract,Telas,0.00,Miller,,,,,,,,,,,,,,,,
2423/05,Pollack,Telas Contract,Telas,0.00,Jetty,,,,,,,,,,,,,,,,
2423/06,Pollack,Telas Contract,Telas,0.00,Dream Boucle,,,,,,,,,,,,,,,,
2424/01,Pollack,Telas Contract,Telas,0.00,Well Spun,,,,,,,,,,,,,,,,
2424/02,Pollack,Telas Contract,Telas,0.00,Foundation,,,,,,,,,,,,,,,,
2424/03,Pollack,Telas Contract,Telas,0.00,New Orleans,,,,,,,,,,,,,,,,
2424/04,Pollack,Telas Contract,Telas,0.00,Enjoy The Shade,,,,,,,,,,,,,,,,
2424/05,Pollack,Telas Contract,Telas,0.00,Mountain,,,,,,,,,,,,,,,,
2425/02,Pollack,Telas Contract,Telas,0.00,Au Courant,,,,,,,,,,,,,,,,
2425/04,Pollack,Telas Contract,Telas,0.00,Edelweiss,,,,,,,,,,,,,,,,
2426/01,Pollack,Telas Contract,Telas,0.00,Secret Beach,,,,,,,,,,,,,,,,
2426/02,Pollack,Telas Contract,Telas,0.00,Manchester,,,,,,,,,,,,,,,,
2426/03,Pollack,Telas Contract,Telas,0.00,Slicker Than Wicker,,,,,,,,,,,,,,,,
2426/04,Pollack,Telas Contract,Telas,0.00,Prediction,,,,,,,,,,,,,,,,
2427/01,Pollack,Telas Contract,Telas,0.00,Zen,,,,,,,,,,,,,,,,
2427/02,Pollack,Telas Contract,Telas,0.00,Shearling,,,,,,,,,,,,,,,,
2427/04,Pollack,Telas Contract,Telas,0.00,Tripoli,,,,,,,,,,,,,,,,
2428/01,Pollack,Telas Contract,Telas,0.00,Bon Vivant,,,,,,,,,,,,,,,,
2428/02,Pollack,Telas Contract,Telas,0.00,Chamonix,,,,,,,,,,,,,,,,
2428/04,Pollack,Telas Contract,Telas,0.00,Basel,,,,,,,,,,,,,,,,
2429/01,Pollack,Telas Contract,Telas,0.00,Boucle All Day,,,,,,,,,,,,,,,,
2429/02,Pollack,Telas Contract,Telas,0.00,Hugs And Kisses,,,,,,,,,,,,,,,,
2429/03,Pollack,Telas Contract,Telas,0.00,Teddy,,,,,,,,,,,,,,,,
