Clave,Proveedor,Tipo de Producto,Categoria de Productos,Precio,Nombre del material,Color,Ancho,Composición,Flamabilidad,Abrasion,Decoloración a la luz,Traspaso de color,Peeling,Aplicación,Acabado,Procedencia,Código de lavado,Repeat HV,Unidad de venta,Notas/Otros,Backing
9158/01,Pollack,Telas Contract,Telas,0.00,Juneau,Pigeon,,,,,,,,,,,,,,,
9158/03,Pollack,Telas Contract,Telas,0.00,Juneau,Thunder,,,,,,,,,,,,,,,
9170/03,Pollack,Telas Contract,Telas,0.00,Juneau,Reed,,,,,,,,,,,,,,,
9172/01,Pollack,Telas Contract,Telas,0.00,Juneau,Blue Lagoon,,,,,,,,,,,,,,,
9172/02,Pollack,Telas Contract,Telas,0.00,Juneau,Ravine,,,,,,,,,,,,,,,
9172/04,Pollack,Telas Contract,Telas,0.00,Juneau,Praline,,,,,,,,,,,,,,,
9174/02,Pollack,Telas Contract,Telas,0.00,Juneau,Vermouth,,,,,,,,,,,,,,,
9174/03,Pollack,Telas Contract,Telas,0.00,Well Rested,Smoke,,,,,,,,,,,,,,,
9186/02,Pollack,Telas Contract,Telas,0.00,Well Rested,Rainy Day,,,,,,,,,,,,,,,
9188/02,Pollack,Telas Contract,Telas,0.00,Well Rested,Madder,,,,,,,,,,,,,,,
9188/03,Pollack,Telas Contract,Telas,0.00,Well Rested,Coffee Cake,,,,,,,,,,,,,,,
9188/04,Pollack,Telas Contract,Telas,0.00,Well Rested,Sparrow,,,,,,,,,,,,,,,
9188/07,Pollack,Telas Contract,Telas,0.00,Well Rested,Moss,,,,,,,,,,,,,,,
9188/08,Pollack,Telas Contract,Telas,0.00,Well Rested,Wishing Well,,,,,,,,,,,,,,,
9195/01,Pollack,Telas Contract,Telas,0.00,Well Rested,Spruce,,,,,,,,,,,,,,,
9196/01,Pollack,Telas Contract,Telas,0.00,Well Rested,Outer Space,,,,,,,,,,,,,,,
9197/01,Pollack,Telas Contract,Telas,0.00,Well Rested,Caviar,,,,,,,,,,,,,,,
9197/02,Pollack,Telas Contract,Telas,0.00,Tweedle,Clock Tower,,,,,,,,,,,,,,,
9197/03,Pollack,Telas Contract,Telas,0.00,Tweedle,Earl Grey,,,,,,,,,,,,,,,
9200/02,Pollack,Telas Contract,Telas,0.00,Tweedle,Berry Scone,,,,,,,,,,,,,,,
9203/01,Pollack,Telas Contract,Telas,0.00,Tweedle,River,,,,,,,,,,,,,,,
9203/02,Pollack,Telas Contract,Telas,0.00,Tweedle,Royal Blue,,,,,,,,,,,,,,,
9204/03,Pollack,Telas Contract,Telas,0.00,Boulder,Sheep,,,,,,,,,,,,,,,
9205/01,Pollack,Telas Contract,Telas,0.00,Boulder,Stone,,,,,,,,,,,,,,,
9206/01,Pollack,Telas Contract,Telas,0.00,Boulder,Granite,,,,,,,,,,,,,,,
9206/03,Pollack,Telas Contract,Telas,0.00,Vintage Velvet,Bisque,,,,,,,,,,,,,,,
9207/01,Pollack,Telas Contract,Telas,0.00,Vintage Velvet,Sandstone,,,,,,,,,,,,,,,
9208/01,Pollack,Telas Contract,Telas,0.00,Vintage Velvet,Cocoa,,,,,,,,,,,,,,,
9208/02,Pollack,Telas Contract,Telas,0.00,Vintage Velvet,Mink,,,,,,,,,,,,,,,
9213/01,Pollack,Telas Contract,Telas,0.00,Vintage Velvet,Tea Leaves,,,,,,,,,,,,,,,
9213/02,Pollack,Telas Contract,Telas,0.00,Vintage Velvet,Pewter,,,,,,,,,,,,,,,
9213/03,Pollack,Telas Contract,Telas,0.00,Vintage Velvet,Incense,,,,,,,,,,,,,,,
9214/01,Pollack,Telas Contract,Telas,0.00,Vintage Velvet,Ebony,,,,,,,,,,,,,,,
9214/02,Pollack,Telas Contract,Telas,0.00,Vintage Velvet,Greige,,,,,,,,,,,,,,,
9215/01,Pollack,Telas Contract,Telas,0.00,Vintage Velvet,Rime,,,,,,,,,,,,,,,
9215/02,Pollack,Telas Contract,Telas,0.00,Vintage Velvet,Mesa,,,,,,,,,,,,,,,
9216/01,Pollack,Telas Contract,Telas,0.00,Vintage Velvet,Pacific,,,,,,,,,,,,,,,
9216/03,Pollack,Telas Contract,Telas,0.00,Vintage Velvet,Stallion,,,,,,,,,,,,,,,
9217/01,Pollack,Telas Contract,Telas,0.00,Vintage Velvet,Raw Silk,,,,,,,,,,,,,,,
9217/02,Pollack,Telas Contract,Telas,0.00,Vintage Velvet,Nickel,,,,,,,,,,,,,,,
9217/03,Pollack,Telas Contract,Telas,0.00,Vintage Velvet,Storm,,,,,,,,,,,,,,,
9218/01,Pollack,Telas Contract,Telas,0.00,Vintage Velvet,Frozen Pond,,,,,,,,,,,,,,,
9218/02,Pollack,Telas Contract,Telas,0.00,Vintage Velvet,Peacock,,,,,,,,,,,,,,,
9219/01,Pollack,Telas Contract,Telas,0.00,Vintage Velvet,Wampum,,,,,,,,,,,,,,,
9220/01,Pollack,Telas Contract,Telas,0.00,Vintage Velvet,Ink,,,,,,,,,,,,,,,
9220/02,Pollack,Telas Contract,Telas,0.00,Monarch Mohair,Weimaraner,,,,,,,,,,,,,,,
9220/03,Pollack,Telas Contract,Telas,0.00,Monarch Mohair,Night Sky,,,,,,,,,,,,,,,
9221/01,Pollack,Telas Contract,Telas,0.00,Accolade,Nickel,,,,,,,,,,,,,,,
9221/02,Pollack,Telas Contract,Telas,0.00,Accolade,Raisin,,,,,,,,,,,,,,,
9221/03,Pollack,Telas Contract,Telas,0.00,Accolade,Spice,,,,,,,,,,,,,,,
9222/02,Pollack,Telas Contract,Telas,0.00,Accolade,Cinnamon,,,,,,,,,,,,,,,
9222/03,Pollack,Telas Contract,Telas,0.00,Accolade,Thyme,,,,,,,,,,,,,,,
9223/01,Pollack,Telas Contract,Telas,0.00,Accolade,Dove,,,,,,,,,,,,,,,
9223/02,Pollack,Telas Contract,Telas,0.00,Accolade,Charcoal,,,,,,,,,,,,,,,
9223/03,Pollack,Telas Contract,Telas,0.00,Accolade,Pansy,,,,,,,,,,,,,,,
9223/04,Pollack,Telas Contract,Telas,0.00,Accolade,Ink,,,,,,,,,,,,,,,
9224/01,Pollack,Telas Contract,Telas,0.00,Accolade,Lagoon,,,,,,,,,,,,,,,
9224/02,Pollack,Telas Contract,Telas,0.00,Accolade,Aquamarine,,,,,,,,,,,,,,,
9224/03,Pollack,Telas Contract,Telas,0.00,Accolade,Parsley,,,,,,,,,,,,,,,
9225/01,Pollack,Telas Contract,Telas,0.00,Sedan Plush,Linen,,,,,,,,,,,,,,,
9225/02,Pollack,Telas Contract,Telas,0.00,Sedan Plush,Koala,,,,,,,,,,,,,,,
9225/03,Pollack,Telas Contract,Telas,0.00,Sedan Plush,Willow,,,,,,,,,,,,,,,
9227/02,Pollack,Telas Contract,Telas,0.00,Sedan Plush,Asparagus,,,,,,,,,,,,,,,
9229/01,Pollack,Telas Contract,Telas,0.00,Sedan Plush,Pumpkin,,,,,,,,,,,,,,,
9229/02,Pollack,Telas Contract,Telas,0.00,Sedan Plush,Paprika,,,,,,,,,,,,,,,
9229/03,Pollack,Telas Contract,Telas,0.00,Sedan Plush,Tobacco,,,,,,,,,,,,,,,
9230/01,Pollack,Telas Contract,Telas,0.00,Sedan Plush,Port,,,,,,,,,,,,,,,
9231/01,Pollack,Telas Contract,Telas,0.00,Sedan Plush,Grey Flannel,,,,,,,,,,,,,,,
9231/02,Pollack,Telas Contract,Telas,0.00,Sedan Plush,Blueberry,,,,,,,,,,,,,,,
9231/03,Pollack,Telas Contract,Telas,0.00,Sedan Plush,Aquamarine,,,,,,,,,,,,,,,
9232/02,Pollack,Telas Contract,Telas,0.00,Sedan Plush,Pool,,,,,,,,,,,,,,,
9234/01,Pollack,Telas Contract,Telas,0.00,Sedan Plush,Imperial Purple,,,,,,,,,,,,,,,
9234/02,Pollack,Telas Contract,Telas,0.00,Sedan Plush,Grenadine,,,,,,,,,,,,,,,
9234/03,Pollack,Telas Contract,Telas,0.00,Sedan Plush,Squirrel,,,,,,,,,,,,,,,
9235/01,Pollack,Telas Contract,Telas,0.00,Sedan Plush,Parchment,,,,,,,,,,,,,,,
9235/02,Pollack,Telas Contract,Telas,0.00,Sedan Plush,Blush,,,,,,,,,,,,,,,
9236/01,Pollack,Telas Contract,Telas,0.00,Sedan Plush,Fog,,,,,,,,,,,,,,,
9236/02,Pollack,Telas Contract,Telas,0.00,Sedan Plush,Mink,,,,,,,,,,,,,,,
9237/01,Pollack,Telas Contract,Telas,0.00,Sedan Plush,Twilight,,,,,,,,,,,,,,,
9237/02,Pollack,Telas Contract,Telas,0.00,Embellushed Plush,Grey Flannel,,,,,,,,,,,,,,,
9237/03,Pollack,Telas Contract,Telas,0.00,Embellushed Plush,Cayenne,,,,,,,,,,,,,,,
9238/01,Pollack,Telas Contract,Telas,0.00,Embellushed Plush,Coal,,,,,,,,,,,,,,,
9238/02,Pollack,Telas Contract,Telas,0.00,Embellushed Plush,Down,,,,,,,,,,,,,,,
9238/03,Pollack,Telas Contract,Telas,0.00,Embellushed Plush,Blush,,,,,,,,,,,,,,,
9240/01,Pollack,Telas Contract,Telas,0.00,Embellushed Plush,Hydrangea,,,,,,,,,,,,,,,
9240/02,Pollack,Telas Contract,Telas,0.00,Embellushed Plush,Silver Fox,,,,,,,,,,,,,,,
9240/03,Pollack,Telas Contract,Telas,0.00,Embellushed Plush,Denim,,,,,,,,,,,,,,,
9241/01,Pollack,Telas Contract,Telas,0.00,Embellushed Plush,Evergreen,,,,,,,,,,,,,,,
9241/03,Pollack,Telas Contract,Telas,0.00,Embellushed Plush,Persimmon,,,,,,,,,,,,,,,
9242/01,Pollack,Telas Contract,Telas,0.00,Embellushed Plush,Buff,,,,,,,,,,,,,,,
9243/01,Pollack,Telas Contract,Telas,0.00,Embellushed Plush,Skylight,,,,,,,,,,,,,,,
9243/02,Pollack,Telas Contract,Telas,0.00,Embellushed Plush,Red Cedar,,,,,,,,,,,,,,,
9243/03,Pollack,Telas Contract,Telas,0.00,Embellushed Plush,Morel,,,,,,,,,,,,,,,
9244/01,Pollack,Telas Contract,Telas,0.00,Embellushed Plush,Olive Green,,,,,,,,,,,,,,,
9244/02,Pollack,Telas Contract,Telas,0.00,Legacy,Dirty Blond,,,,,,,,,,,,,,,
9244/03,Pollack,Telas Contract,Telas,0.00,Legacy,Menthol,,,,,,,,,,,,,,,
9245/02,Pollack,Telas Contract,Telas,0.00,Legacy,Steel,,,,,,,,,,,,,,,
9246/01,Pollack,Telas Contract,Telas,0.00,Legacy,Cashmere,,,,,,,,,,,,,,,
9246/02,Pollack,Telas Contract,Telas,0.00,Legacy,Truffle,,,,,,,,,,,,,,,
9248/01,Pollack,Telas Contract,Telas,0.00,Legacy,Cayenne,,,,,,,,,,,,,,,
9248/02,Pollack,Telas Contract,Telas,0.00,Legacy,Pearl,,,,,,,,,,,,,,,
9249/01,Pollack,Telas Contract,Telas,0.00,Legacy,Pewter,,,,,,,,,,,,,,,
9249/02,Pollack,Telas Contract,Telas,0.00,Legacy,Sea,,,,,,,,,,,,,,,
9250/01,Pollack,Telas Contract,Telas,0.00,Legacy,Midnight,,,,,,,,,,,,,,,
9250/02,Pollack,Telas Contract,Telas,0.00,Legacy,Doe,,,,,,,,,,,,,,,
9250/03,Pollack,Telas Contract,Telas,0.00,Legacy,Plum,,,,,,,,,,,,,,,
9251/01,Pollack,Telas Contract,Telas,0.00,Heritage,Raffia,,,,,,,,,,,,,,,
9251/02,Pollack,Telas Contract,Telas,0.00,Heritage,Almond,,,,,,,,,,,,,,,
9251/03,Pollack,Telas Contract,Telas,0.00,Heritage,Chestnut,,,,,,,,,,,,,,,
9251/04,Pollack,Telas Contract,Telas,0.00,Heritage,Yam,,,,,,,,,,,,,,,
9252/01,Pollack,Telas Contract,Telas,0.00,Heritage,Mahogany,,,,,,,,,,,,,,,
9252/02,Pollack,Telas Contract,Telas,0.00,Heritage,Fog,,,,,,,,,,,,,,,
9252/03,Pollack,Telas Contract,Telas,0.00,Heritage,Cayenne,,,,,,,,,,,,,,,
9252/04,Pollack,Telas Contract,Telas,0.00,Heritage,Down,,,,,,,,,,,,,,,
9253/01,Pollack,Telas Contract,Telas,0.00,Heritage,Portobello,,,,,,,,,,,,,,,
9253/02,Pollack,Telas Contract,Telas,0.00,Heritage,Graphite,,,,,,,,,,,,,,,
9254/01,Pollack,Telas Contract,Telas,0.00,Heritage,Pine Tree,,,,,,,,,,,,,,,
9254/02,Pollack,Telas Contract,Telas,0.00,Heritage,Pond,,,,,,,,,,,,,,,
9255/01,Pollack,Telas Contract,Telas,0.00,Heritage,Peacock,,,,,,,,,,,,,,,
9255/02,Pollack,Telas Contract,Telas,0.00,Heritage,Canal,,,,,,,,,,,,,,,
9256/01,Pollack,Telas Contract,Telas,0.00,Heritage,Deep Sea,,,,,,,,,,,,,,,
9256/02,Pollack,Telas Contract,Telas,0.00,Heritage,Papaya,,,,,,,,,,,,,,,
9257/01,Pollack,Telas Contract,Telas,0.00,Heritage,Strawberry,,,,,,,,,,,,,,,
9257/02,Pollack,Telas Contract,Telas,0.00,Rustic Linen,Snow,,,,,,,,,,,,,,,
9257/03,Pollack,Telas Contract,Telas,0.00,Rustic Linen,Alpaca,,,,,,,,,,,,,,,
9257/04,Pollack,Telas Contract,Telas,0.00,Amelia,Custard,,,,,,,,,,,,,,,
9258/01,Pollack,Telas Contract,Telas,0.00,Amelia,Tussah,,,,,,,,,,,,,,,
9258/02,Pollack,Telas Contract,Telas,0.00,Amelia,Mist,,,,,,,,,,,,,,,
9259/01,Pollack,Telas Contract,Telas,0.00,Orville,Putty,,,,,,,,,,,,,,,
9259/02,Pollack,Telas Contract,Telas,0.00,Orville,Straw,,,,,,,,,,,,,,,
9259/03,Pollack,Telas Contract,Telas,0.00,Composure,Inkwell,,,,,,,,,,,,,,,
9260/01,Pollack,Telas Contract,Telas,0.00,Composure,Shore,,,,,,,,,,,,,,,
9260/02,Pollack,Telas Contract,Telas,0.00,Composure,Mink,,,,,,,,,,,,,,,
9260/03,Pollack,Telas Contract,Telas,0.00,Alpaca Plush,Camel,,,,,,,,,,,,,,,
9261/01,Pollack,Telas Contract,Telas,0.00,Alpaca Plush,Grey Flannel,,,,,,,,,,,,,,,
9261/02,Pollack,Telas Contract,Telas,0.00,Carriage Car,Fawn,,,,,,,,,,,,,,,
9261/03,Pollack,Telas Contract,Telas,0.00,Carriage Car,Anthracite,,,,,,,,,,,,,,,
9261/04,Pollack,Telas Contract,Telas,0.00,Carriage Car,Sterling,,,,,,,,,,,,,,,
9262/01,Pollack,Telas Contract,Telas,0.00,Carriage Car,Dusk,,,,,,,,,,,,,,,
9262/02,Pollack,Telas Contract,Telas,0.00,Carriage Car,Deep Sea,,,,,,,,,,,,,,,
9262/03,Pollack,Telas Contract,Telas,0.00,Crosscut Plush,Cracked Ice,,,,,,,,,,,,,,,
9263/01,Pollack,Telas Contract,Telas,0.00,Crosscut Plush,Water Wheel,,,,,,,,,,,,,,,
9263/02,Pollack,Telas Contract,Telas,0.00,Crosscut Plush,Ash,,,,,,,,,,,,,,,
9263/03,Pollack,Telas Contract,Telas,0.00,Mosaic Plush,Herb,,,,,,,,,,,,,,,
9263/04,Pollack,Telas Contract,Telas,0.00,Mosaic Plush,Water Wheel,,,,,,,,,,,,,,,
9264/01,Pollack,Telas Contract,Telas,0.00,Solo,Ivory,,,,,,,,,,,,,,,
9264/02,Pollack,Telas Contract,Telas,0.00,Solo,Fog,,,,,,,,,,,,,,,
9265/01,Pollack,Telas Contract,Telas,0.00,Solo,Charcoal,,,,,,,,,,,,,,,
9265/02,Pollack,Telas Contract,Telas,0.00,Solo,Espresso,,,,,,,,,,,,,,,
9265/03,Pollack,Telas Contract,Telas,0.00,Solo,Saddle,,,,,,,,,,,,,,,
9266/01,Pollack,Telas Contract,Telas,0.00,Solo,Sand Dune,,,,,,,,,,,,,,,
9266/02,Pollack,Telas Contract,Telas,0.00,Solo,Butternut,,,,,,,,,,,,,,,
9266/03,Pollack,Telas Contract,Telas,0.00,Solo,Reed,,,,,,,,,,,,,,,
9267/01,Pollack,Telas Contract,Telas,0.00,Solo,Caribbean,,,,,,,,,,,,,,,
9267/02,Pollack,Telas Contract,Telas,0.00,Solo,Peacock,,,,,,,,,,,,,,,
9268/01,Pollack,Telas Contract,Telas,0.00,Solo,Marine,,,,,,,,,,,,,,,
9268/02,Pollack,Telas Contract,Telas,0.00,Solo,Midnight,,,,,,,,,,,,,,,
9268/03,Pollack,Telas Contract,Telas,0.00,Solo,Merlot,,,,,,,,,,,,,,,
9268/04,Pollack,Telas Contract,Telas,0.00,Solo,Poppy,,,,,,,,,,,,,,,
9269/01,Pollack,Telas Contract,Telas,0.00,Soho Plush,Smoke,,,,,,,,,,,,,,,
9269/02,Pollack,Telas Contract,Telas,0.00,Soho Plush,Steam Pipe,,,,,,,,,,,,,,,
9269/03,Pollack,Telas Contract,Telas,0.00,Soho Plush,Cobblestone,,,,,,,,,,,,,,,
9270/01,Pollack,Telas Contract,Telas,0.00,Soho Plush,Hudson,,,,,,,,,,,,,,,
9270/02,Pollack,Telas Contract,Telas,0.00,Soho Plush,Indigo,,,,,,,,,,,,,,,
9270/03,Pollack,Telas Contract,Telas,0.00,Soho Plush,Cement,,,,,,,,,,,,,,,
9271/01,Pollack,Telas Contract,Telas,0.00,Soho Plush,Biscotti,,,,,,,,,,,,,,,
9271/02,Pollack,Telas Contract,Telas,0.00,Soho Plush,Macaroon,,,,,,,,,,,,,,,
9272/01,Pollack,Telas Contract,Telas,0.00,Soho Plush,Agave,,,,,,,,,,,,,,,
9273/01,Pollack,Telas Contract,Telas,0.00,Soho Plush,Midnight,,,,,,,,,,,,,,,
9273/02,Pollack,Telas Contract,Telas,0.00,Soho Plush,Ink,,,,,,,,,,,,,,,
9273/03,Pollack,Telas Contract,Telas,0.00,Whirl,Dusk,,,,,,,,,,,,,,,
9274/01,Pollack,Telas Contract,Telas,0.00,Whirl,Silver Sage,,,,,,,,,,,,,,,
9274/02,Pollack,Telas Contract,Telas,0.00,Plushcious,Stormy Atlantic,,,,,,,,,,,,,,,
9274/03,Pollack,Telas Contract,Telas,0.00,Medici Mohair,Parchment,,,,,,,,,,,,,,,
9275/01,Pollack,Telas Contract,Telas,0.00,Medici Mohair,Frozen Pond,,,,,,,,,,,,,,,
9275/02,Pollack,Telas Contract,Telas,0.00,Medici Mohair,Graphite,,,,,,,,,,,,,,,
9276/01,Pollack,Telas Contract,Telas,0.00,Medici Mohair,Seal,,,,,,,,,,,,,,,
9276/02,Pollack,Telas Contract,Telas,0.00,Medici Mohair,Tempest,,,,,,,,,,,,,,,
9276/03,Pollack,Telas Contract,Telas,0.00,Medici Mohair,Sugar Plum,,,,,,,,,,,,,,,
9277/01,Pollack,Telas Contract,Telas,0.00,Medici Mohair,Twilight,,,,,,,,,,,,,,,
9278/01,Pollack,Telas Contract,Telas,0.00,Painted Velvet,Cape Cod,,,,,,,,,,,,,,,
9278/02,Pollack,Telas Contract,Telas,0.00,Painted Velvet,Boardwalk,,,,,,,,,,,,,,,
9278/03,Pollack,Telas Contract,Telas,0.00,Painted Velvet,Mediterranean,,,,,,,,,,,,,,,
9279/01,Pollack,Telas Contract,Telas,0.00,Magic Eye Velvet,Down Feather,,,,,,,,,,,,,,,
9279/02,Pollack,Telas Contract,Telas,0.00,Magic Eye Velvet,Harvest,,,,,,,,,,,,,,,
9279/03,Pollack,Telas Contract,Telas,0.00,Magic Eye Velvet,Rooster,,,,,,,,,,,,,,,
9280/01,Pollack,Telas Contract,Telas,0.00,Engagement,Diamond,,,,,,,,,,,,,,,
9280/02,Pollack,Telas Contract,Telas,0.00,Engagement,Antique Gold,,,,,,,,,,,,,,,
9280/03,Pollack,Telas Contract,Telas,0.00,Engagement,Opal,,,,,,,,,,,,,,,
9281/01,Pollack,Telas Contract,Telas,0.00,Engagement,Jadeite,,,,,,,,,,,,,,,
9281/02,Pollack,Telas Contract,Telas,0.00,Engagement,Patina,,,,,,,,,,,,,,,
9281/03,Pollack,Telas Contract,Telas,0.00,Luxe Alpaca,Fleece,,,,,,,,,,,,,,,
9282/01,Pollack,Telas Contract,Telas,0.00,Luxe Alpaca,Silver Fox,,,,,,,,,,,,,,,
9282/02,Pollack,Telas Contract,Telas,0.00,Luxe Alpaca,Mink,,,,,,,,,,,,,,,
9282/03,Pollack,Telas Contract,Telas,0.00,Luxe Alpaca,Chinchilla,,,,,,,,,,,,,,,
9282/04,Pollack,Telas Contract,Telas,0.00,Giverny,Wheat Field,,,,,,,,,,,,,,,
9283/01,Pollack,Telas Contract,Telas,0.00,Giverny,Seine River,,,,,,,,,,,,,,,
9283/02,Pollack,Telas Contract,Telas,0.00,Giverny,Palette,,,,,,,,,,,,,,,
9284/01,Pollack,Telas Contract,Telas,0.00,Zsa Zsa,Socialite,,,,,,,,,,,,,,,
9284/02,Pollack,Telas Contract,Telas,0.00,Unison,Flour,,,,,,,,,,,,,,,
9284/03,Pollack,Telas Contract,Telas,0.00,Unison,Smoke,,,,,,,,,,,,,,,
9284/04,Pollack,Telas Contract,Telas,0.00,Unison,Otter,,,,,,,,,,,,,,,
9284/05,Pollack,Telas Contract,Telas,0.00,Unison,Cloud,,,,,,,,,,,,,,,
9284/06,Pollack,Telas Contract,Telas,0.00,Unison,Tide Pool,,,,,,,,,,,,,,,
9285/01,Pollack,Telas Contract,Telas,0.00,Unison,Pine,,,,,,,,,,,,,,,
9285/02,Pollack,Telas Contract,Telas,0.00,Unison,Sapphire,,,,,,,,,,,,,,,
9285/03,Pollack,Telas Contract,Telas,0.00,Unison,Peony,,,,,,,,,,,,,,,
9287/01,Pollack,Telas Contract,Telas,0.00,Unison,Eggplant,,,,,,,,,,,,,,,
9287/02,Pollack,Telas Contract,Telas,0.00,Meeting Point,Diamond,,,,,,,,,,,,,,,
9288/01,Pollack,Telas Contract,Telas,0.00,Meeting Point,Sapphire,,,,,,,,,,,,,,,
9289/01,Pollack,Telas Contract,Telas,0.00,Meeting Point,Quartz,,,,,,,,,,,,,,,
9289/02,Pollack,Telas Contract,Telas,0.00,Alpaca Ridge,Fleece,,,,,,,,,,,,,,,
9289/03,Pollack,Telas Contract,Telas,0.00,Alpaca Ridge,Flannel,,,,,,,,,,,,,,,
9290/01,Pollack,Telas Contract,Telas,0.00,Alpaca Ridge,Andes,,,,,,,,,,,,,,,
9290/02,Pollack,Telas Contract,Telas,0.00,Cats Meow,Snow Leopard,,,,,,,,,,,,,,,
9290/03,Pollack,Telas Contract,Telas,0.00,Cats Meow,Feline,,,,,,,,,,,,,,,
9291/01,Pollack,Telas Contract,Telas,0.00,Atlas,Fleece,,,,,,,,,,,,,,,
9291/02,Pollack,Telas Contract,Telas,0.00,Atlas,Smoke,,,,,,,,,,,,,,,
9291/03,Pollack,Telas Contract,Telas,0.00,Atlas,Clay,,,,,,,,,,,,,,,
9291/04,Pollack,Telas Contract,Telas,0.00,Atlas,Graphite,,,,,,,,,,,,,,,
9291/05,Pollack,Telas Contract,Telas,0.00,Atlas,Denim,,,,,,,,,,,,,,,
9292/01,Pollack,Telas Contract,Telas,0.00,Atlas,Sky,,,,,,,,,,,,,,,
9292/02,Pollack,Telas Contract,Telas,0.00,Atlas,Oasis,,,,,,,,,,,,,,,
9292/03,Pollack,Telas Contract,Telas,0.00,Atlas,Peach,,,,,,,,,,,,,,,
9293/01,Pollack,Telas Contract,Telas,0.00,Atlas,Rose,,,,,,,,,,,,,,,
9293/02,Pollack,Telas Contract,Telas,0.00,Dappled Velvet,Birch,,,,,,,,,,,,,,,
9293/03,Pollack,Telas Contract,Telas,0.00,Dappled Velvet,Lake House,,,,,,,,,,,,,,,
9293/04,Pollack,Telas Contract,Telas,0.00,Dappled Velvet,Redwood,,,,,,,,,,,,,,,
9293/05,Pollack,Telas Contract,Telas,0.00,Palermo,Powder,,,,,,,,,,,,,,,
9294/01,Pollack,Telas Contract,Telas,0.00,Palermo,Cement,,,,,,,,,,,,,,,
9294/02,Pollack,Telas Contract,Telas,0.00,Palermo,Clay,,,,,,,,,,,,,,,
9294/03,Pollack,Telas Contract,Telas,0.00,Palermo,Nickel,,,,,,,,,,,,,,,
9294/04,Pollack,Telas Contract,Telas,0.00,Palermo,Rain Cloud,,,,,,,,,,,,,,,
9294/05,Pollack,Telas Contract,Telas,0.00,Palermo,Slate,,,,,,,,,,,,,,,
9294/06,Pollack,Telas Contract,Telas,0.00,Palermo,Blush,,,,,,,,,,,,,,,
9294/07,Pollack,Telas Contract,Telas,0.00,Palermo,Starfish,,,,,,,,,,,,,,,
9294/08,Pollack,Telas Contract,Telas,0.00,Palermo,Buttercup,,,,,,,,,,,,,,,
9294/09,Pollack,Telas Contract,Telas,0.00,Palermo,Mint,,,,,,,,,,,,,,,
9294/10,Pollack,Telas Contract,Telas,0.00,Palermo,Aquatic,,,,,,,,,,,,,,,
9295/01,Pollack,Telas Contract,Telas,0.00,Palermo,Tidepool,,,,,,,,,,,,,,,
9295/02,Pollack,Telas Contract,Telas,0.00,Palermo,Hydrangea,,,,,,,,,,,,,,,
9295/03,Pollack,Telas Contract,Telas,0.00,Palermo,Midnight,,,,,,,,,,,,,,,
9296/01,Pollack,Telas Contract,Telas,0.00,Palermo,Cognac,,,,,,,,,,,,,,,
9296/02,Pollack,Telas Contract,Telas,0.00,King Mohair,Champagne,,,,,,,,,,,,,,,
9296/03,Pollack,Telas Contract,Telas,0.00,King Mohair,Silver Fox,,,,,,,,,,,,,,,
9297/01,Pollack,Telas Contract,Telas,0.00,King Mohair,Nimbus,,,,,,,,,,,,,,,
9297/02,Pollack,Telas Contract,Telas,0.00,King Mohair,Charcoal,,,,,,,,,,,,,,,
9297/03,Pollack,Telas Contract,Telas,0.00,King Mohair,Peacock,,,,,,,,,,,,,,,
9297/04,Pollack,Telas Contract,Telas,0.00,King Mohair,Indigo,,,,,,,,,,,,,,,
9298/01,Pollack,Telas Contract,Telas,0.00,Clouds Hill,Sandalwood,,,,,,,,,,,,,,,
9298/02,Pollack,Telas Contract,Telas,0.00,Clouds Hill,Sienna,,,,,,,,,,,,,,,
9298/03,Pollack,Telas Contract,Telas,0.00,Clouds Hill,Tempest,,,,,,,,,,,,,,,
9299/01,Pollack,Telas Contract,Telas,0.00,Marrakesh,Dove,,,,,,,,,,,,,,,
9299/02,Pollack,Telas Contract,Telas,0.00,Marrakesh,Hookah,,,,,,,,,,,,,,,
9299/03,Pollack,Telas Contract,Telas,0.00,Marrakesh,Stonework,,,,,,,,,,,,,,,
9301/01,Pollack,Telas Contract,Telas,0.00,Marrakesh,Spice Market,,,,,,,,,,,,,,,
9301/02,Pollack,Telas Contract,Telas,0.00,Marrakesh,Oasis,,,,,,,,,,,,,,,
9302/01,Pollack,Telas Contract,Telas,0.00,Marrakesh,Gibraltar,,,,,,,,,,,,,,,
9302/02,Pollack,Telas Contract,Telas,0.00,Botany,Harvest,,,,,,,,,,,,,,,
9302/03,Pollack,Telas Contract,Telas,0.00,Botany,April Showers,,,,,,,,,,,,,,,
9302/04,Pollack,Telas Contract,Telas,0.00,Songbird,Snowy Owl,,,,,,,,,,,,,,,
9303/01,Pollack,Telas Contract,Telas,0.00,Songbird,Pheasant,,,,,,,,,,,,,,,
9303/02,Pollack,Telas Contract,Telas,0.00,Songbird,Mockingbird,,,,,,,,,,,,,,,
9304/01,Pollack,Telas Contract,Telas,0.00,Songbird,Blue Jay,,,,,,,,,,,,,,,
9304/02,Pollack,Telas Contract,Telas,0.00,Brussels,Plaster,,,,,,,,,,,,,,,
9305/01,Pollack,Telas Contract,Telas,0.00,Brussels,Stone,,,,,,,,,,,,,,,
9305/02,Pollack,Telas Contract,Telas,0.00,Brussels,Ochre,,,,,,,,,,,,,,,
